network_countrycode,network_localid,network_name,network_namespace,network_timezone,pollutant,samplingpoint_localid,samplingpoint_namespace,samplingpoint_x,samplingpoint_y,coordsys,station_code,station_localid,station_name,station_namespace,value_datetime_begin,value_datetime_end,value_datetime_inserted,value_datetime_updated,value_numeric,value_validity,value_verification,station_altitude,value_unit
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-22 18:00:00+01:00,2021-11-22 19:00:00+01:00,2021-11-22 19:20:30+01:00,+01:00,11.57,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-22 15:00:00+01:00,2021-11-22 16:00:00+01:00,2021-11-22 16:25:01+01:00,+01:00,30.39,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-24 06:00:00+01:00,2021-11-24 07:00:00+01:00,2021-11-24 07:22:02+01:00,+01:00,49.038086,1,3,1,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-22 15:00:00+01:00,2021-11-22 16:00:00+01:00,2021-11-22 16:25:02+01:00,+01:00,51.068359,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-22 23:00:00+01:00,2021-11-23 00:00:00+01:00,2021-11-23 02:25:10+01:00,+01:00,5.802856,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-23 21:00:00+01:00,2021-11-23 22:00:00+01:00,2021-11-23 22:26:31+01:00,+01:00,11.13,1,3,1,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-23 17:00:00+01:00,2021-11-23 18:00:00+01:00,2021-11-23 19:22:52+01:00,+01:00,2.88,1,3,1,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-23 18:00:00+01:00,2021-11-23 19:00:00+01:00,2021-11-23 19:22:52+01:00,+01:00,5.2,1,3,1,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV000L1_00008_100,LV.LEGMC.AQ,21.004694000000004,56.523174999506395,EPSG:4979,LV0012A,STA-LV000L1,Liepaja,LV.LEGMC.AQ,2021-11-22 23:00:00+01:00,2021-11-23 00:00:00+01:00,2021-11-23 02:25:09+01:00,+01:00,2.37,1,3,4,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-23 21:00:00+01:00,2021-11-23 22:00:00+01:00,2021-11-23 22:26:31+01:00,+01:00,14.13,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-23 18:00:00+01:00,2021-11-23 19:00:00+01:00,2021-11-23 19:22:52+01:00,+01:00,10.9,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-22 23:00:00+01:00,2021-11-23 00:00:00+01:00,2021-11-23 02:25:09+01:00,+01:00,0.86,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-22 12:00:00+01:00,2021-11-22 13:00:00+01:00,2021-11-22 13:22:02+01:00,+01:00,44.631836,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-23 21:00:00+01:00,2021-11-23 22:00:00+01:00,2021-11-23 22:26:31+01:00,+01:00,36.499023,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-23 12:00:00+01:00,2021-11-23 13:00:00+01:00,2021-11-23 13:25:05+01:00,+01:00,22.438477,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-24 05:00:00+01:00,2021-11-24 06:00:00+01:00,2021-11-24 06:21:18+01:00,+01:00,3.23999,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-22 11:00:00+01:00,2021-11-22 12:00:00+01:00,2021-11-22 12:20:07+01:00,+01:00,43.171875,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV000L1_00008_100,LV.LEGMC.AQ,21.004694000000004,56.523174999506395,EPSG:4979,LV0012A,STA-LV000L1,Liepaja,LV.LEGMC.AQ,2021-11-23 16:00:00+01:00,2021-11-23 17:00:00+01:00,2021-11-23 17:22:02+01:00,+01:00,33.25,1,3,4,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-22 11:00:00+01:00,2021-11-22 12:00:00+01:00,2021-11-22 12:20:07+01:00,+01:00,24.39,1,3,1,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV000L1_00008_100,LV.LEGMC.AQ,21.004694000000004,56.523174999506395,EPSG:4979,LV0012A,STA-LV000L1,Liepaja,LV.LEGMC.AQ,2021-11-22 11:00:00+01:00,2021-11-22 12:00:00+01:00,2021-11-22 12:20:07+01:00,+01:00,53.95,1,3,4,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-23 17:00:00+01:00,2021-11-23 18:00:00+01:00,2021-11-23 18:19:03+01:00,+01:00,37.157227,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-23 06:00:00+01:00,2021-11-23 07:00:00+01:00,2021-11-23 07:20:20+01:00,+01:00,28.09,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-22 10:00:00+01:00,2021-11-22 11:00:00+01:00,2021-11-22 11:26:25+01:00,+01:00,54.616211,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-24 01:00:00+01:00,2021-11-24 02:00:00+01:00,2021-11-24 02:27:12+01:00,+01:00,4.38623,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV000L1_00008_100,LV.LEGMC.AQ,21.004694000000004,56.523174999506395,EPSG:4979,LV0012A,STA-LV000L1,Liepaja,LV.LEGMC.AQ,2021-11-22 10:00:00+01:00,2021-11-22 11:00:00+01:00,2021-11-22 11:26:25+01:00,+01:00,58.97,1,3,4,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-23 06:00:00+01:00,2021-11-23 07:00:00+01:00,2021-11-23 07:20:20+01:00,+01:00,15.988037,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-22 10:00:00+01:00,2021-11-22 11:00:00+01:00,2021-11-22 11:26:25+01:00,+01:00,10.05,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-24 06:00:00+01:00,2021-11-24 07:00:00+01:00,2021-11-24 08:19:02+01:00,+01:00,5.8,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-24 07:00:00+01:00,2021-11-24 08:00:00+01:00,2021-11-24 08:19:02+01:00,+01:00,2.83,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-23 08:00:00+01:00,2021-11-23 09:00:00+01:00,2021-11-23 09:19:59+01:00,+01:00,23.9,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-23 09:00:00+01:00,2021-11-23 10:00:00+01:00,2021-11-23 09:19:59+01:00,+01:00,,-1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-24 07:00:00+01:00,2021-11-24 08:00:00+01:00,2021-11-24 08:19:02+01:00,+01:00,17.63,1,3,1,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-22 09:00:00+01:00,2021-11-22 10:00:00+01:00,2021-11-22 11:26:25+01:00,+01:00,43.61,1,3,1,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-22 10:00:00+01:00,2021-11-22 11:00:00+01:00,2021-11-22 11:26:25+01:00,+01:00,23.55,1,3,1,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-23 08:00:00+01:00,2021-11-23 09:00:00+01:00,2021-11-23 09:19:59+01:00,+01:00,1.56,1,3,1,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-23 03:00:00+01:00,2021-11-23 04:00:00+01:00,2021-11-23 04:19:05+01:00,+01:00,0.265854,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV000L1_00008_100,LV.LEGMC.AQ,21.004694000000004,56.523174999506395,EPSG:4979,LV0012A,STA-LV000L1,Liepaja,LV.LEGMC.AQ,2021-11-23 08:00:00+01:00,2021-11-23 09:00:00+01:00,2021-11-23 09:19:59+01:00,+01:00,23.52,1,3,4,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV000L1_00008_100,LV.LEGMC.AQ,21.004694000000004,56.523174999506395,EPSG:4979,LV0012A,STA-LV000L1,Liepaja,LV.LEGMC.AQ,2021-11-23 09:00:00+01:00,2021-11-23 10:00:00+01:00,2021-11-23 09:19:59+01:00,+01:00,,-1,3,4,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-22 09:00:00+01:00,2021-11-22 10:00:00+01:00,2021-11-22 10:20:52+01:00,+01:00,75.304688,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-22 22:00:00+01:00,2021-11-22 23:00:00+01:00,2021-11-23 01:30:39+01:00,+01:00,1.81,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-23 11:00:00+01:00,2021-11-23 12:00:00+01:00,2021-11-23 12:22:50+01:00,+01:00,53.96875,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-22 18:00:00+01:00,2021-11-22 19:00:00+01:00,2021-11-22 19:20:30+01:00,+01:00,25.099121,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-22 09:00:00+01:00,2021-11-22 10:00:00+01:00,2021-11-22 10:20:52+01:00,+01:00,8.73,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-23 07:00:00+01:00,2021-11-23 08:00:00+01:00,2021-11-23 08:25:48+01:00,+01:00,26.05,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-23 11:00:00+01:00,2021-11-23 12:00:00+01:00,2021-11-23 12:22:50+01:00,+01:00,1.45,1,3,1,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-23 07:00:00+01:00,2021-11-23 08:00:00+01:00,2021-11-23 08:25:48+01:00,+01:00,1.36,1,3,1,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV000L1_00008_100,LV.LEGMC.AQ,21.004694000000004,56.523174999506395,EPSG:4979,LV0012A,STA-LV000L1,Liepaja,LV.LEGMC.AQ,2021-11-23 11:00:00+01:00,2021-11-23 12:00:00+01:00,2021-11-23 12:22:50+01:00,+01:00,23.47,1,3,4,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-23 11:00:00+01:00,2021-11-23 12:00:00+01:00,2021-11-23 12:22:50+01:00,+01:00,24.04,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-23 07:00:00+01:00,2021-11-23 08:00:00+01:00,2021-11-23 08:25:48+01:00,+01:00,37.724609,1,3,8,ug/m3
